Bin , nEvents , Efficiencies
152.41,1549,0.03098
165.05,1669,0.03338
178.75,1542,0.03084
193.57,1542,0.03084
209.63,1482,0.02964
227.02,1409,0.02818
245.86,1322,0.02644
266.25,1317,0.02634
288.34,1168,0.02336
312.26,1105,0.0221
338.16,1111,0.02222
366.21,1038,0.02076
396.59,866,0.01732
429.49,794,0.01588
465.12,780,0.0156
503.71,626,0.01252
545.49,545,0.0109
590.74,516,0.01032
639.75,456,0.00912
692.82,381,0.00762
750.29,286,0.00572
812.54,239,0.00478
879.94,222,0.00444
952.94,179,0.00358
1032,115,0.0023
1117.6,103,0.00206
1210.3,72,0.00144
1310.7,40,0.0008
1419.4,42,0.00084
1537.2,26,0.00052
1664.7,21,0.00042
1802.8,14,0.00028
1952.4,8,0.00016
2114.3,5,0.0001
2289.7,3,6e-05
2479.7,2,4e-05
