Bin , nEvents , Efficiencies
152.41,1449,0.02898
165.05,1525,0.0305
178.75,1443,0.02886
193.57,1436,0.02872
209.63,1398,0.02796
227.02,1357,0.02714
245.86,1287,0.02574
266.25,1227,0.02454
288.34,1169,0.02338
312.26,1082,0.02164
338.16,1109,0.02218
366.21,979,0.01958
396.59,909,0.01818
429.49,842,0.01684
465.12,761,0.01522
503.71,717,0.01434
545.49,678,0.01356
590.74,571,0.01142
639.75,493,0.00986
692.82,450,0.009
750.29,370,0.0074
812.54,333,0.00666
879.94,289,0.00578
952.94,267,0.00534
1032,229,0.00458
1117.6,155,0.0031
1210.3,159,0.00318
1310.7,131,0.00262
1419.4,94,0.00188
1537.2,89,0.00178
1664.7,48,0.00096
1802.8,33,0.00066
1952.4,31,0.00062
2114.3,30,0.0006
2289.7,15,0.0003
2479.7,13,0.00026
