Bin , nEvents , Efficiencies
150,16,0.00032
160,24,0.00048
170,26,0.00052
180,23,0.00046
190,34,0.00068
200,81,0.00162
220,101,0.00202
240,111,0.00222
260,114,0.00228
280,146,0.00292
300,152,0.00304
320,166,0.00332
340,182,0.00364
360,162,0.00324
380,209,0.00418
400,182,0.00364
420,217,0.00434
440,218,0.00436
460,253,0.00506
480,239,0.00478
500,253,0.00506
520,240,0.0048
540,266,0.00532
560,293,0.00586
580,256,0.00512
600,438,0.00876
630,438,0.00876
660,455,0.0091
690,412,0.00824
720,473,0.00946
750,481,0.00962
780,487,0.00974
810,500,0.01
840,489,0.00978
870,480,0.0096
900,814,0.01628
950,700,0.014
1000,826,0.01652
1050,792,0.01584
1100,729,0.01458
1150,698,0.01396
1200,647,0.01294
1250,777,0.01554
1310,712,0.01424
1370,730,0.0146
1430,678,0.01356
1490,612,0.01224
1550,565,0.0113
1610,593,0.01186
1680,555,0.0111
1750,512,0.01024
1820,404,0.00808
1890,488,0.00976
1970,398,0.00796
2050,340,0.0068
