Bin , nEvents , Efficiencies
150,40,0.0008
160,55,0.0011
170,62,0.00124
180,57,0.00114
190,62,0.00124
200,139,0.00278
220,174,0.00348
240,176,0.00352
260,208,0.00416
280,227,0.00454
300,247,0.00494
320,274,0.00548
340,324,0.00648
360,275,0.0055
380,298,0.00596
400,294,0.00588
420,308,0.00616
440,341,0.00682
460,322,0.00644
480,349,0.00698
500,307,0.00614
520,344,0.00688
540,347,0.00694
560,370,0.0074
580,384,0.00768
600,584,0.01168
630,572,0.01144
660,563,0.01126
690,522,0.01044
720,558,0.01116
750,567,0.01134
780,578,0.01156
810,527,0.01054
840,489,0.00978
870,539,0.01078
900,814,0.01628
950,791,0.01582
1000,753,0.01506
1050,721,0.01442
1100,719,0.01438
1150,635,0.0127
1200,599,0.01198
1250,695,0.0139
1310,615,0.0123
1370,518,0.01036
1430,450,0.009
1490,466,0.00932
1550,371,0.00742
1610,429,0.00858
1680,375,0.0075
1750,317,0.00634
1820,302,0.00604
1890,282,0.00564
1970,255,0.0051
2050,178,0.00356
