Bin , nEvents , Efficiencies
150,151,0.00302
160,160,0.0032
170,161,0.00322
180,178,0.00356
190,189,0.00378
200,367,0.00734
220,472,0.00944
240,468,0.00936
260,489,0.00978
280,538,0.01076
300,537,0.01074
320,604,0.01208
340,577,0.01154
360,583,0.01166
380,581,0.01162
400,565,0.0113
420,573,0.01146
440,566,0.01132
460,582,0.01164
480,556,0.01112
500,592,0.01184
520,554,0.01108
540,550,0.011
560,557,0.01114
580,524,0.01048
600,796,0.01592
630,723,0.01446
660,724,0.01448
690,629,0.01258
720,567,0.01134
750,561,0.01122
780,493,0.00986
810,478,0.00956
840,518,0.01036
870,419,0.00838
900,624,0.01248
950,552,0.01104
1000,475,0.0095
1050,424,0.00848
1100,359,0.00718
1150,330,0.0066
1200,271,0.00542
1250,277,0.00554
1310,241,0.00482
1370,179,0.00358
1430,115,0.0023
1490,125,0.0025
1550,91,0.00182
1610,99,0.00198
1680,89,0.00178
1750,75,0.0015
1820,60,0.0012
1890,58,0.00116
1970,28,0.00056
2050,24,0.00048
