Bin , nEvents , Efficiencies
150,57,0.00114
160,72,0.00144
170,58,0.00116
180,84,0.00168
190,90,0.0018
200,187,0.00374
220,200,0.004
240,229,0.00458
260,268,0.00536
280,277,0.00554
300,286,0.00572
320,302,0.00604
340,337,0.00674
360,358,0.00716
380,372,0.00744
400,345,0.0069
420,409,0.00818
440,405,0.0081
460,406,0.00812
480,363,0.00726
500,421,0.00842
520,399,0.00798
540,429,0.00858
560,471,0.00942
580,403,0.00806
600,588,0.01176
630,584,0.01168
660,624,0.01248
690,580,0.0116
720,631,0.01262
750,581,0.01162
780,562,0.01124
810,560,0.0112
840,539,0.01078
870,497,0.00994
900,833,0.01666
950,778,0.01556
1000,734,0.01468
1050,695,0.0139
1100,650,0.013
1150,588,0.01176
1200,512,0.01024
1250,565,0.0113
1310,515,0.0103
1370,476,0.00952
1430,375,0.0075
1490,375,0.0075
1550,326,0.00652
1610,308,0.00616
1680,297,0.00594
1750,262,0.00524
1820,214,0.00428
1890,206,0.00412
1970,185,0.0037
2050,163,0.00326
