Bin , nEvents , Efficiencies
152.41,1902,0.03804
165.05,1853,0.03706
178.75,1693,0.03386
193.57,1499,0.02998
209.63,1389,0.02778
227.02,1254,0.02508
245.86,1152,0.02304
266.25,986,0.01972
288.34,915,0.0183
312.26,734,0.01468
338.16,683,0.01366
366.21,584,0.01168
396.59,529,0.01058
429.49,434,0.00868
465.12,334,0.00668
503.71,346,0.00692
545.49,266,0.00532
590.74,230,0.0046
639.75,195,0.0039
692.82,163,0.00326
750.29,134,0.00268
812.54,108,0.00216
879.94,86,0.00172
952.94,57,0.00114
1032,75,0.0015
1117.6,52,0.00104
1210.3,45,0.0009
1310.7,26,0.00052
1419.4,32,0.00064
1537.2,19,0.00038
1664.7,14,0.00028
1802.8,9,0.00018
1952.4,7,0.00014
2114.3,5,0.0001
2289.7,3,6e-05
2479.7,1,2e-05
