Bin , nEvents , Efficiencies
150,1231,0.02462
160,1087,0.02174
170,934,0.01868
180,859,0.01718
190,744,0.01488
200,1309,0.02618
220,1038,0.02076
240,802,0.01604
260,682,0.01364
280,518,0.01036
300,461,0.00922
320,407,0.00814
340,308,0.00616
360,300,0.006
380,253,0.00506
400,219,0.00438
420,173,0.00346
440,145,0.0029
460,139,0.00278
480,110,0.0022
500,107,0.00214
520,85,0.0017
540,87,0.00174
560,61,0.00122
580,62,0.00124
600,78,0.00156
630,67,0.00134
660,52,0.00104
690,46,0.00092
720,30,0.0006
750,33,0.00066
780,17,0.00034
810,29,0.00058
840,19,0.00038
870,17,0.00034
900,22,0.00044
950,17,0.00034
1000,17,0.00034
1050,11,0.00022
1100,14,0.00028
1150,8,0.00016
1200,7,0.00014
1250,1,2e-05
1310,3,6e-05
1370,2,4e-05
1430,4,8e-05
1490,0,0
1550,0,0
1610,1,2e-05
1680,1,2e-05
1750,0,0
1820,1,2e-05
1890,0,0
1970,1,2e-05
2050,1,2e-05
