150,1257,0.02514
160,1079,0.02158
170,911,0.01822
180,779,0.01558
190,747,0.01494
200,1238,0.02476
220,1037,0.02074
240,896,0.01792
260,733,0.01466
280,564,0.01128
300,523,0.01046
320,425,0.0085
340,367,0.00734
360,295,0.0059
380,232,0.00464
400,228,0.00456
420,201,0.00402
440,164,0.00328
460,148,0.00296
480,142,0.00284
500,100,0.002
520,120,0.0024
540,84,0.00168
560,90,0.0018
580,65,0.0013
600,105,0.0021
630,71,0.00142
660,74,0.00148
690,55,0.0011
720,59,0.00118
750,40,0.0008
780,26,0.00052
810,31,0.00062
840,33,0.00066
870,28,0.00056
900,31,0.00062
950,23,0.00046
1000,27,0.00054
1050,24,0.00048
1100,17,0.00034
1150,17,0.00034
1200,9,0.00018
1250,9,0.00018
1310,9,0.00018
1370,4,8e-05
1430,9,0.00018
1490,3,6e-05
1550,2,4e-05
1610,0,0
1680,2,4e-05
1750,2,4e-05
1820,1,2e-05
1890,1,2e-05
1970,1,2e-05
2050,1,2e-05
