Bin , nEvents , Efficiencies
150,1236,0.02472
160,1111,0.02222
170,940,0.0188
180,797,0.01594
190,715,0.0143
200,1215,0.0243
220,1022,0.02044
240,859,0.01718
260,708,0.01416
280,584,0.01168
300,519,0.01038
320,408,0.00816
340,361,0.00722
360,305,0.0061
380,238,0.00476
400,245,0.0049
420,182,0.00364
440,166,0.00332
460,131,0.00262
480,125,0.0025
500,110,0.0022
520,108,0.00216
540,86,0.00172
560,89,0.00178
580,69,0.00138
600,87,0.00174
630,88,0.00176
660,71,0.00142
690,48,0.00096
720,58,0.00116
750,41,0.00082
780,20,0.0004
810,33,0.00066
840,32,0.00064
870,20,0.0004
900,37,0.00074
950,23,0.00046
1000,20,0.0004
1050,17,0.00034
1100,19,0.00038
1150,17,0.00034
1200,8,0.00016
1250,9,0.00018
1310,10,0.0002
1370,3,6e-05
1430,9,0.00018
1490,6,0.00012
1550,2,4e-05
1610,2,4e-05
1680,2,4e-05
1750,1,2e-05
1820,1,2e-05
1890,0,0
1970,0,0
2050,0,0
