Bin , nEvents , Efficiencies
150,1244,0.02488
160,1062,0.02124
170,937,0.01874
180,863,0.01726
190,731,0.01462
200,1241,0.02482
220,979,0.01958
240,805,0.0161
260,714,0.01428
280,581,0.01162
300,485,0.0097
320,425,0.0085
340,336,0.00672
360,309,0.00618
380,253,0.00506
400,209,0.00418
420,187,0.00374
440,163,0.00326
460,147,0.00294
480,134,0.00268
500,116,0.00232
520,88,0.00176
540,76,0.00152
560,90,0.0018
580,72,0.00144
600,75,0.0015
630,96,0.00192
660,69,0.00138
690,61,0.00122
720,41,0.00082
750,49,0.00098
780,37,0.00074
810,32,0.00064
840,27,0.00054
870,17,0.00034
900,27,0.00054
950,25,0.0005
1000,25,0.0005
1050,6,0.00012
1100,11,0.00022
1150,17,0.00034
1200,6,0.00012
1250,2,4e-05
1310,5,0.0001
1370,6,0.00012
1430,7,0.00014
1490,3,6e-05
1550,0,0
1610,1,2e-05
1680,1,2e-05
1750,0,0
1820,0,0
1890,1,2e-05
1970,0,0
2050,1,2e-05
