Bin , nEvents , Efficiencies
150,1277,0.02554
160,1128,0.02256
170,947,0.01894
180,810,0.0162
190,731,0.01462
200,1256,0.02512
220,1018,0.02036
240,880,0.0176
260,680,0.0136
280,576,0.01152
300,492,0.00984
320,412,0.00824
340,354,0.00708
360,301,0.00602
380,231,0.00462
400,211,0.00422
420,216,0.00432
440,171,0.00342
460,147,0.00294
480,131,0.00262
500,109,0.00218
520,103,0.00206
540,92,0.00184
560,79,0.00158
580,70,0.0014
600,73,0.00146
630,97,0.00194
660,60,0.0012
690,39,0.00078
720,41,0.00082
750,44,0.00088
780,29,0.00058
810,18,0.00036
840,21,0.00042
870,20,0.0004
900,28,0.00056
950,25,0.0005
1000,17,0.00034
1050,8,0.00016
1100,5,0.0001
1150,5,0.0001
1200,7,0.00014
1250,7,0.00014
1310,7,0.00014
1370,3,6e-05
1430,4,8e-05
1490,1,2e-05
1550,1,2e-05
1610,7,0.00014
1680,0,0
1750,0,0
1820,1,2e-05
1890,0,0
1970,0,0
2050,0,0
