Bin , nEvents , Efficiencies
150,10, 1.000e-04
160,7,-1.200e-04
170,12,-2.400e-04
180,10,-6.000e-05
190,10, 9.200e-04
200,22, 2.000e-05
220,47, 0.000e+00
240,47, 4.000e-04
260,62,-4.200e-04
280,84,-5.000e-04
300,76, 8.600e-04
320,114, 9.600e-04
340,107, 1.700e-03
360,107, 1.360e-03
380,138, 1.360e-03
400,124, 1.400e-03
420,124, 2.120e-03
440,151, 2.560e-03
460,165, 1.560e-03
480,158, 6.000e-05
500,179, 2.340e-03
520,196, 1.960e-03
540,183, 2.500e-03
560,191, 2.280e-03
580,168, 2.000e-03
600,266, 3.360e-03
630,297, 3.640e-03
660,314, 3.620e-03
690,307, 3.860e-03
720,318, 5.000e-03
750,351, 7.520e-03
780,321, 5.820e-03
810,336, 4.940e-03
840,357, 2.640e-03
870,366, 3.860e-03
900,583, 8.240e-03
950,651, 7.940e-03
1000,584, 8.340e-03
1050,616, 9.560e-03
1100,591, 8.700e-03
1150,610, 8.960e-03
1200,605, 9.620e-03
1250,696, 1.058e-02
1310,694, 1.292e-02
1370,679, 1.394e-02
1430,637, 1.264e-02
1490,621, 1.160e-02
1550,597, 1.152e-02
1610,642, 1.278e-02
1680,659, 1.318e-02
1750,581, 1.560e-02
1820,630, 1.716e-02
1890,608, 1.274e-02
1970,613, 1.200e-02
2050,585, 1.154e-02
