Bin , nEvents , Efficiencies
150,3,6e-05
160,6,0.00012
170,6,0.00012
180,5,0.0001
190,7,0.00014
200,11,0.00022
220,24,0.00048
240,27,0.00054
260,32,0.00064
280,51,0.00102
300,61,0.00122
320,73,0.00146
340,71,0.00142
360,87,0.00174
380,82,0.00164
400,86,0.00172
420,112,0.00224
440,125,0.0025
460,123,0.00246
480,112,0.00224
500,124,0.00248
520,164,0.00328
540,151,0.00302
560,158,0.00316
580,163,0.00326
600,241,0.00482
630,263,0.00526
660,267,0.00534
690,268,0.00536
720,293,0.00586
750,295,0.0059
780,312,0.00624
810,334,0.00668
840,327,0.00654
870,336,0.00672
900,571,0.01142
950,541,0.01082
1000,544,0.01088
1050,569,0.01138
1100,591,0.01182
1150,586,0.01172
1200,579,0.01158
1250,655,0.0131
1310,673,0.01346
1370,650,0.013
1430,667,0.01334
1490,671,0.01342
1550,626,0.01252
1610,696,0.01392
1680,667,0.01334
1750,676,0.01352
1820,659,0.01318
1890,680,0.0136
1970,653,0.01306
2050,645,0.0129
