Bin , nEvents , Efficiencies
150,11,0.00022
160,8,0.00016
170,16,0.00032
180,21,0.00042
190,32,0.00064
200,51,0.00102
220,58,0.00116
240,68,0.00136
260,83,0.00166
280,101,0.00202
300,115,0.0023
320,118,0.00236
340,145,0.0029
360,136,0.00272
380,160,0.0032
400,160,0.0032
420,174,0.00348
440,184,0.00368
460,174,0.00348
480,161,0.00322
500,199,0.00398
520,198,0.00396
540,219,0.00438
560,196,0.00392
580,198,0.00396
600,338,0.00676
630,328,0.00656
660,329,0.00658
690,353,0.00706
720,356,0.00712
750,390,0.0078
780,379,0.00758
810,379,0.00758
840,354,0.00708
870,355,0.0071
900,628,0.01256
950,601,0.01202
1000,605,0.0121
1050,602,0.01204
1100,581,0.01162
1150,596,0.01192
1200,569,0.01138
1250,647,0.01294
1310,668,0.01336
1370,657,0.01314
1430,624,0.01248
1490,592,0.01184
1550,558,0.01116
1610,613,0.01226
1680,589,0.01178
1750,610,0.0122
1820,600,0.012
1890,551,0.01102
1970,490,0.0098
2050,489,0.00978
