Bin , nEvents , Efficiencies
150,6, 4.000e-05
160,5,-2.600e-04
170,4,-5.200e-04
180,4,-3.000e-04
190,16, 1.060e-03
200,19,-4.800e-04
220,30,-5.800e-04
240,28,-8.000e-05
260,47,-1.460e-03
280,53,-1.760e-03
300,81, 1.400e-04
320,72, 2.600e-04
340,80, 1.100e-03
360,87, 6.800e-04
380,84, 4.400e-04
400,122, 5.000e-04
420,118, 1.440e-03
440,145, 2.000e-03
460,150, 6.000e-04
480,141,-1.520e-03
500,163, 1.520e-03
520,160, 9.600e-04
540,183, 1.560e-03
560,171, 1.460e-03
580,186, 1.020e-03
600,265, 1.660e-03
630,279, 2.180e-03
660,292, 2.140e-03
690,321, 2.260e-03
720,307, 3.940e-03
750,320, 7.380e-03
780,323, 4.940e-03
810,314, 3.620e-03
840,342, 4.200e-04
870,390, 2.240e-03
900,535, 6.080e-03
950,544, 5.900e-03
1000,575, 6.460e-03
1050,577, 8.320e-03
1100,579, 7.240e-03
1150,590, 7.480e-03
1200,537, 8.740e-03
1250,747, 9.400e-03
1310,681, 1.270e-02
1370,671, 1.434e-02
1430,731, 1.272e-02
1490,625, 1.148e-02
1550,666, 1.170e-02
1610,704, 1.304e-02
1680,683, 1.388e-02
1750,651, 1.730e-02
1820,634, 1.974e-02
1890,664, 1.360e-02
1970,624, 1.310e-02
2050,626, 1.242e-02
