Bin , nEvents , Efficiencies
150,2,4e-05
160,4,8e-05
170,6,0.00012
180,3,6e-05
190,6,0.00012
200,6,0.00012
220,18,0.00036
240,19,0.00038
260,24,0.00048
280,27,0.00054
300,42,0.00084
320,38,0.00076
340,48,0.00096
360,52,0.00104
380,72,0.00144
400,71,0.00142
420,70,0.0014
440,73,0.00146
460,99,0.00198
480,84,0.00168
500,133,0.00266
520,125,0.0025
540,123,0.00246
560,115,0.0023
580,130,0.0026
600,221,0.00442
630,219,0.00438
660,254,0.00508
690,246,0.00492
720,259,0.00518
750,267,0.00534
780,265,0.0053
810,280,0.0056
840,274,0.00548
870,289,0.00578
900,507,0.01014
950,508,0.01016
1000,478,0.00956
1050,508,0.01016
1100,495,0.0099
1150,532,0.01064
1200,471,0.00942
1250,676,0.01352
1310,667,0.01334
1370,624,0.01248
1430,612,0.01224
1490,641,0.01282
1550,629,0.01258
1610,724,0.01448
1680,693,0.01386
1750,694,0.01388
1820,649,0.01298
1890,754,0.01508
1970,697,0.01394
2050,662,0.01324
