150,985,0.0197
160,900,0.018
170,856,0.01712
180,753,0.01506
190,662,0.01324
200,1209,0.02418
220,1100,0.022
240,854,0.01708
260,759,0.01518
280,698,0.01396
300,621,0.01242
320,509,0.01018
340,432,0.00864
360,432,0.00864
380,431,0.00862
400,352,0.00704
420,344,0.00688
440,270,0.0054
460,246,0.00492
480,243,0.00486
500,205,0.0041
520,175,0.0035
540,175,0.0035
560,162,0.00324
580,159,0.00318
600,192,0.00384
630,162,0.00324
660,183,0.00366
690,128,0.00256
720,124,0.00248
750,113,0.00226
780,95,0.0019
810,76,0.00152
840,68,0.00136
870,78,0.00156
900,96,0.00192
950,93,0.00186
1000,68,0.00136
1050,58,0.00116
1100,58,0.00116
1150,50,0.001
1200,41,0.00082
1250,38,0.00076
1310,25,0.0005
1370,35,0.0007
1430,29,0.00058
1490,24,0.00048
1550,15,0.0003
1610,10,0.0002
1680,14,0.00028
1750,8,0.00016
1820,10,0.0002
1890,6,0.00012
1970,9,0.00018
2050,3,6e-05
