150,1000,0.02
160,926,0.01852
170,841,0.01682
180,710,0.0142
190,658,0.01316
200,1170,0.0234
220,1037,0.02074
240,941,0.01882
260,748,0.01496
280,711,0.01422
300,619,0.01238
320,537,0.01074
340,500,0.01
360,444,0.00888
380,365,0.0073
400,347,0.00694
420,293,0.00586
440,254,0.00508
460,241,0.00482
480,226,0.00452
500,206,0.00412
520,184,0.00368
540,165,0.0033
560,176,0.00352
580,141,0.00282
600,186,0.00372
630,159,0.00318
660,133,0.00266
690,135,0.0027
720,125,0.0025
750,94,0.00188
780,87,0.00174
810,87,0.00174
840,67,0.00134
870,61,0.00122
900,96,0.00192
950,92,0.00184
1000,62,0.00124
1050,63,0.00126
1100,50,0.001
1150,32,0.00064
1200,49,0.00098
1250,36,0.00072
1310,34,0.00068
1370,33,0.00066
1430,25,0.0005
1490,15,0.0003
1550,15,0.0003
1610,10,0.0002
1680,12,0.00024
1750,9,0.00018
1820,10,0.0002
1890,12,0.00024
1970,4,8e-05
2050,5,0.0001
