Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,0,0
300,0,0
350,1,2e-05
400,1,2e-05
450,1,2e-05
500,10,0.0002
600,12,0.00024
700,20,0.0004
800,16,0.00032
900,16,0.00032
1000,22,0.00044
1150,56,0.00112
