Bin , nEvents , Efficiencies
50,2,4e-05
100,0,0
150,1,2e-05
200,1,2e-05
250,2,4e-05
300,1,2e-05
350,0,0
400,4,8e-05
500,1,2e-05
600,12,0.00024
