Bin , nEvents , Efficiencies
150,35,0.0007
160,39,0.00078
170,40,0.0008
180,50,0.001
190,53,0.00106
200,125,0.0025
220,134,0.00268
240,170,0.0034
260,189,0.00378
280,198,0.00396
300,206,0.00412
320,205,0.0041
340,226,0.00452
360,236,0.00472
380,266,0.00532
400,298,0.00596
420,309,0.00618
440,290,0.0058
460,306,0.00612
480,331,0.00662
500,319,0.00638
520,389,0.00778
540,347,0.00694
560,339,0.00678
580,318,0.00636
600,546,0.01092
630,525,0.0105
660,498,0.00996
690,517,0.01034
720,532,0.01064
750,541,0.01082
780,547,0.01094
810,518,0.01036
840,533,0.01066
870,499,0.00998
900,849,0.01698
950,797,0.01594
1000,784,0.01568
1050,699,0.01398
1100,672,0.01344
1150,619,0.01238
1200,593,0.01186
1250,695,0.0139
1310,597,0.01194
1370,537,0.01074
1430,493,0.00986
1490,430,0.0086
1550,391,0.00782
1610,387,0.00774
1680,348,0.00696
1750,300,0.006
1820,280,0.0056
1890,277,0.00554
1970,238,0.00476
2050,183,0.00366
