Bin , nEvents , Efficiencies
150,106,0.00212
160,80,0.0016
170,92,0.00184
180,108,0.00216
190,125,0.0025
200,256,0.00512
220,297,0.00594
240,302,0.00604
260,287,0.00574
280,359,0.00718
300,359,0.00718
320,417,0.00834
340,405,0.0081
360,435,0.0087
380,442,0.00884
400,479,0.00958
420,427,0.00854
440,475,0.0095
460,497,0.00994
480,475,0.0095
500,498,0.00996
520,503,0.01006
540,450,0.009
560,506,0.01012
580,516,0.01032
600,737,0.01474
630,709,0.01418
660,701,0.01402
690,644,0.01288
720,622,0.01244
750,611,0.01222
780,591,0.01182
810,571,0.01142
840,528,0.01056
870,502,0.01004
900,746,0.01492
950,650,0.013
1000,564,0.01128
1050,514,0.01028
1100,468,0.00936
1150,375,0.0075
1200,383,0.00766
1250,383,0.00766
1310,326,0.00652
1370,307,0.00614
1430,241,0.00482
1490,224,0.00448
1550,155,0.0031
1610,161,0.00322
1680,147,0.00294
1750,130,0.0026
1820,109,0.00218
1890,107,0.00214
1970,88,0.00176
2050,64,0.00128
