Bin , nEvents , Efficiencies
150,19,0.00038
160,20,0.0004
170,21,0.00042
180,30,0.0006
190,32,0.00064
200,77,0.00154
220,88,0.00176
240,89,0.00178
260,127,0.00254
280,119,0.00238
300,170,0.0034
320,140,0.0028
340,138,0.00276
360,168,0.00336
380,172,0.00344
400,192,0.00384
420,186,0.00372
440,202,0.00404
460,206,0.00412
480,207,0.00414
500,228,0.00456
520,227,0.00454
540,253,0.00506
560,240,0.0048
580,261,0.00522
600,439,0.00878
630,372,0.00744
660,434,0.00868
690,413,0.00826
720,395,0.0079
750,406,0.00812
780,426,0.00852
810,473,0.00946
840,452,0.00904
870,445,0.0089
900,731,0.01462
950,717,0.01434
1000,752,0.01504
1050,717,0.01434
1100,699,0.01398
1150,685,0.0137
1200,631,0.01262
1250,730,0.0146
1310,679,0.01358
1370,649,0.01298
1430,642,0.01284
1490,563,0.01126
1550,494,0.00988
1610,575,0.0115
1680,556,0.01112
1750,485,0.0097
1820,423,0.00846
1890,453,0.00906
1970,385,0.0077
2050,337,0.00674
