Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,0,0
300,1,2e-05
350,1,2e-05
400,2,4e-05
450,2,4e-05
500,5,0.0001
600,17,0.00034
700,12,0.00024
800,14,0.00028
900,33,0.00066
1000,41,0.00082
1150,95,0.0019
