Bin , nEvents , Efficiencies
50,6,0.00012
100,3,6e-05
150,10,0.0002
200,2,4e-05
250,2,4e-05
300,3,6e-05
350,6,0.00012
400,8,0.00016
500,8,0.00016
600,55,0.0011
