Bin , nEvents , Efficiencies
50,11,0.00022
100,6,0.00012
150,5,0.0001
200,8,0.00016
250,4,8e-05
300,8,0.00016
350,5,0.0001
400,9,0.00018
500,10,0.0002
600,35,0.0007
