50,29,0.00058
70,15,0.0003
80,12,0.00024
90,18,0.00036
100,37,0.00074
120,31,0.00062
140,41,0.00082
160,26,0.00052
180,34,0.00068
200,43,0.00086
220,28,0.00056
240,23,0.00046
260,15,0.0003
280,23,0.00046
300,18,0.00036
320,26,0.00052
340,34,0.00068
360,58,0.00116
400,126,0.00252
500,107,0.00214
600,100,0.002
700,68,0.00136
800,264,0.00528
