Bin , nEvents , Efficiencies
150,1274,0.02548
160,1127,0.02254
170,906,0.01812
180,905,0.0181
190,775,0.0155
200,1315,0.0263
220,1126,0.02252
240,913,0.01826
260,743,0.01486
280,601,0.01202
300,500,0.01
320,492,0.00984
340,376,0.00752
360,304,0.00608
380,252,0.00504
400,234,0.00468
420,201,0.00402
440,170,0.0034
460,160,0.0032
480,122,0.00244
500,111,0.00222
520,114,0.00228
540,86,0.00172
560,79,0.00158
580,74,0.00148
600,71,0.00142
630,64,0.00128
660,64,0.00128
690,45,0.0009
720,45,0.0009
750,37,0.00074
780,33,0.00066
810,21,0.00042
840,21,0.00042
870,18,0.00036
900,18,0.00036
950,22,0.00044
1000,21,0.00042
1050,15,0.0003
1100,8,0.00016
1150,7,0.00014
1200,5,0.0001
1250,3,6e-05
1310,7,0.00014
1370,1,2e-05
1430,4,8e-05
1490,1,2e-05
1550,0,0
1610,1,2e-05
1680,1,2e-05
1750,0,0
1820,0,0
1890,3,6e-05
1970,0,0
2050,0,0
