Bin , nEvents , Efficiencies
150,1234,0.02468
160,1078,0.02156
170,1004,0.02008
180,858,0.01716
190,766,0.01532
200,1349,0.02698
220,1100,0.022
240,876,0.01752
260,749,0.01498
280,621,0.01242
300,574,0.01148
320,443,0.00886
340,385,0.0077
360,334,0.00668
380,267,0.00534
400,236,0.00472
420,232,0.00464
440,190,0.0038
460,163,0.00326
480,151,0.00302
500,112,0.00224
520,101,0.00202
540,114,0.00228
560,92,0.00184
580,79,0.00158
600,107,0.00214
630,85,0.0017
660,72,0.00144
690,66,0.00132
720,46,0.00092
750,51,0.00102
780,38,0.00076
810,23,0.00046
840,32,0.00064
870,15,0.0003
900,28,0.00056
950,27,0.00054
1000,16,0.00032
1050,20,0.0004
1100,7,0.00014
1150,8,0.00016
1200,5,0.0001
1250,4,8e-05
1310,3,6e-05
1370,3,6e-05
1430,4,8e-05
1490,2,4e-05
1550,1,2e-05
1610,0,0
1680,2,4e-05
1750,2,4e-05
1820,1,2e-05
1890,0,0
1970,1,2e-05
2050,0,0
