Bin , nEvents , Efficiencies
150,1265,0.0253
160,1091,0.02182
170,1006,0.02012
180,910,0.0182
190,764,0.01528
200,1232,0.02464
220,1158,0.02316
240,919,0.01838
260,756,0.01512
280,641,0.01282
300,529,0.01058
320,418,0.00836
340,413,0.00826
360,338,0.00676
380,289,0.00578
400,236,0.00472
420,198,0.00396
440,183,0.00366
460,200,0.004
480,129,0.00258
500,123,0.00246
520,103,0.00206
540,92,0.00184
560,68,0.00136
580,78,0.00156
600,101,0.00202
630,85,0.0017
660,60,0.0012
690,68,0.00136
720,47,0.00094
750,54,0.00108
780,36,0.00072
810,32,0.00064
840,43,0.00086
870,28,0.00056
900,34,0.00068
950,29,0.00058
1000,22,0.00044
1050,18,0.00036
1100,18,0.00036
1150,2,4e-05
1200,6,0.00012
1250,8,0.00016
1310,6,0.00012
1370,3,6e-05
1430,5,0.0001
1490,4,8e-05
1550,2,4e-05
1610,6,0.00012
1680,3,6e-05
1750,0,0
1820,1,2e-05
1890,0,0
1970,0,0
2050,0,0
