Bin , nEvents , Efficiencies
150,1263,0.02526
160,1132,0.02264
170,936,0.01872
180,866,0.01732
190,801,0.01602
200,1375,0.0275
220,1038,0.02076
240,942,0.01884
260,719,0.01438
280,642,0.01284
300,547,0.01094
320,468,0.00936
340,376,0.00752
360,319,0.00638
380,250,0.005
400,258,0.00516
420,186,0.00372
440,165,0.0033
460,199,0.00398
480,150,0.003
500,133,0.00266
520,128,0.00256
540,102,0.00204
560,85,0.0017
580,92,0.00184
600,92,0.00184
630,88,0.00176
660,62,0.00124
690,47,0.00094
720,54,0.00108
750,52,0.00104
780,37,0.00074
810,44,0.00088
840,43,0.00086
870,27,0.00054
900,34,0.00068
950,24,0.00048
1000,24,0.00048
1050,21,0.00042
1100,15,0.0003
1150,13,0.00026
1200,4,8e-05
1250,11,0.00022
1310,6,0.00012
1370,6,0.00012
1430,9,0.00018
1490,0,0
1550,3,6e-05
1610,0,0
1680,1,2e-05
1750,4,8e-05
1820,3,6e-05
1890,0,0
1970,1,2e-05
2050,1,2e-05
