Bin , nEvents , Efficiencies
150,1259,0.02518
160,1196,0.02392
170,953,0.01906
180,858,0.01716
190,784,0.01568
200,1358,0.02716
220,1000,0.02
240,889,0.01778
260,717,0.01434
280,615,0.0123
300,588,0.01176
320,479,0.00958
340,430,0.0086
360,302,0.00604
380,257,0.00514
400,237,0.00474
420,238,0.00476
440,190,0.0038
460,157,0.00314
480,137,0.00274
500,127,0.00254
520,101,0.00202
540,90,0.0018
560,84,0.00168
580,85,0.0017
600,95,0.0019
630,74,0.00148
660,62,0.00124
690,72,0.00144
720,56,0.00112
750,47,0.00094
780,42,0.00084
810,31,0.00062
840,29,0.00058
870,30,0.0006
900,31,0.00062
950,31,0.00062
1000,10,0.0002
1050,17,0.00034
1100,12,0.00024
1150,11,0.00022
1200,12,0.00024
1250,4,8e-05
1310,6,0.00012
1370,11,0.00022
1430,7,0.00014
1490,7,0.00014
1550,5,0.0001
1610,1,2e-05
1680,2,4e-05
1750,0,0
1820,3,6e-05
1890,3,6e-05
1970,1,2e-05
2050,0,0
