Bin , nEvents , Efficiencies
152.41,45,0.0009
165.05,35,0.0007
178.75,58,0.00116
193.57,85,0.0017
209.63,124,0.00248
227.02,124,0.00248
245.86,163,0.00326
266.25,224,0.00448
288.34,244,0.00488
312.26,289,0.00578
338.16,382,0.00764
366.21,409,0.00818
396.59,509,0.01018
429.49,587,0.01174
465.12,680,0.0136
503.71,795,0.0159
545.49,857,0.01714
590.74,1001,0.02002
639.75,1161,0.02322
692.82,1352,0.02704
750.29,1528,0.03056
812.54,1604,0.03208
879.94,1813,0.03626
952.94,1897,0.03794
1032,2100,0.042
1117.6,2157,0.04314
1210.3,2101,0.04202
1310.7,2167,0.04334
1419.4,2017,0.04034
1537.2,1883,0.03766
1664.7,1717,0.03434
1802.8,1463,0.02926
1952.4,1224,0.02448
2114.3,993,0.01986
2289.7,756,0.01512
2479.7,561,0.01122
