Bin , nEvents , Efficiencies
152.41,13,0.00026
165.05,18,0.00036
178.75,26,0.00052
193.57,41,0.00082
209.63,52,0.00104
227.02,46,0.00092
245.86,65,0.0013
266.25,101,0.00202
288.34,128,0.00256
312.26,177,0.00354
338.16,220,0.0044
366.21,256,0.00512
396.59,295,0.0059
429.49,375,0.0075
465.12,424,0.00848
503.71,541,0.01082
545.49,564,0.01128
590.74,662,0.01324
639.75,808,0.01616
692.82,964,0.01928
750.29,1028,0.02056
812.54,1183,0.02366
879.94,1360,0.0272
952.94,1501,0.03002
1032,1682,0.03364
1117.6,1813,0.03626
1210.3,2028,0.04056
1310.7,2163,0.04326
1419.4,2240,0.0448
1537.2,2242,0.04484
1664.7,2133,0.04266
1802.8,2070,0.0414
1952.4,2004,0.04008
2114.3,1722,0.03444
2289.7,1480,0.0296
2479.7,1331,0.02662
