Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,4e-05
180,2,8e-05
190,2,8e-05
200,2,8e-05
220,3,0.00012
240,12,0.00048
260,8,0.00032
280,11,0.00044
300,16,0.00064
320,15,0.0006
340,26,0.00104
360,18,0.00072
380,20,0.0008
400,22,0.00088
420,24,0.00096
440,30,0.0012
460,30,0.0012
480,45,0.0018
500,52,0.00208
520,35,0.0014
540,34,0.00136
560,41,0.00164
580,55,0.0022
600,78,0.00312
630,87,0.00348
660,82,0.00328
690,99,0.00396
720,93,0.00372
750,103,0.00412
780,99,0.00396
810,103,0.00412
840,107,0.00428
870,117,0.00468
900,163,0.00652
950,153,0.00612
1000,181,0.00724
1050,196,0.00784
1100,183,0.00732
1150,190,0.0076
1200,186,0.00744
1250,278,0.01112
1310,257,0.01028
1370,287,0.01148
1430,266,0.01064
1490,240,0.0096
1550,284,0.01136
1610,278,0.01112
1680,326,0.01304
1750,307,0.01228
1820,279,0.01116
1890,329,0.01316
1970,308,0.01232
2050,308,0.01232
