Bin , nEvents , Efficiencies
150,2,8e-05
160,1,4e-05
170,3,0.00012
180,5,0.0002
190,1,4e-05
200,3,0.00012
220,8,0.00032
240,18,0.00072
260,20,0.0008
280,14,0.00056
300,13,0.00052
320,20,0.0008
340,29,0.00116
360,25,0.001
380,28,0.00112
400,27,0.00108
420,28,0.00112
440,38,0.00152
460,51,0.00204
480,42,0.00168
500,36,0.00144
520,44,0.00176
540,51,0.00204
560,41,0.00164
580,34,0.00136
600,74,0.00296
630,87,0.00348
660,85,0.0034
690,92,0.00368
720,120,0.0048
750,104,0.00416
780,81,0.00324
810,88,0.00352
840,100,0.004
870,100,0.004
900,165,0.0066
950,198,0.00792
1000,207,0.00828
1050,191,0.00764
1100,190,0.0076
1150,198,0.00792
1200,226,0.00904
1250,256,0.01024
1310,256,0.01024
1370,280,0.0112
1430,246,0.00984
1490,289,0.01156
1550,242,0.00968
1610,289,0.01156
1680,318,0.01272
1750,273,0.01092
1820,292,0.01168
1890,300,0.012
1970,360,0.0144
2050,316,0.01264
