Bin , nEvents , Efficiencies
150,0,0
160,3,0.00012
170,1,4e-05
180,2,8e-05
190,1,4e-05
200,1,4e-05
220,4,0.00016
240,6,0.00024
260,9,0.00036
280,7,0.00028
300,12,0.00048
320,16,0.00064
340,20,0.0008
360,16,0.00064
380,19,0.00076
400,21,0.00084
420,27,0.00108
440,18,0.00072
460,33,0.00132
480,35,0.0014
500,31,0.00124
520,43,0.00172
540,38,0.00152
560,58,0.00232
580,49,0.00196
600,83,0.00332
630,95,0.0038
660,81,0.00324
690,91,0.00364
720,108,0.00432
750,105,0.0042
780,100,0.004
810,111,0.00444
840,129,0.00516
870,135,0.0054
900,196,0.00784
950,216,0.00864
1000,236,0.00944
1050,201,0.00804
1100,190,0.0076
1150,217,0.00868
1200,199,0.00796
1250,278,0.01112
1310,290,0.0116
1370,299,0.01196
1430,280,0.0112
1490,288,0.01152
1550,279,0.01116
1610,350,0.014
1680,333,0.01332
1750,335,0.0134
1820,316,0.01264
1890,359,0.01436
1970,334,0.01336
2050,337,0.01348
