Bin , nEvents , Efficiencies
150,1,4e-05
160,1,4e-05
170,2,8e-05
180,3,0.00012
190,1,4e-05
200,3,0.00012
220,3,0.00012
240,4,0.00016
260,4,0.00016
280,10,0.0004
300,12,0.00048
320,10,0.0004
340,15,0.0006
360,18,0.00072
380,21,0.00084
400,18,0.00072
420,22,0.00088
440,24,0.00096
460,43,0.00172
480,39,0.00156
500,36,0.00144
520,47,0.00188
540,44,0.00176
560,62,0.00248
580,51,0.00204
600,78,0.00312
630,94,0.00376
660,111,0.00444
690,88,0.00352
720,106,0.00424
750,88,0.00352
780,101,0.00404
810,131,0.00524
840,106,0.00424
870,110,0.0044
900,186,0.00744
950,223,0.00892
1000,215,0.0086
1050,226,0.00904
1100,217,0.00868
1150,182,0.00728
1200,220,0.0088
1250,258,0.01032
1310,275,0.011
1370,288,0.01152
1430,331,0.01324
1490,246,0.00984
1550,260,0.0104
1610,320,0.0128
1680,314,0.01256
1750,329,0.01316
1820,334,0.01336
1890,364,0.01456
1970,374,0.01496
2050,320,0.0128
