Bin , nEvents , Efficiencies
150,2,8e-05
160,0,0
170,1,4e-05
180,1,4e-05
190,1,4e-05
200,2,8e-05
220,4,0.00016
240,3,0.00012
260,11,0.00044
280,9,0.00036
300,14,0.00056
320,13,0.00052
340,13,0.00052
360,22,0.00088
380,20,0.0008
400,22,0.00088
420,26,0.00104
440,29,0.00116
460,41,0.00164
480,48,0.00192
500,43,0.00172
520,44,0.00176
540,57,0.00228
560,61,0.00244
580,49,0.00196
600,95,0.0038
630,85,0.0034
660,90,0.0036
690,96,0.00384
720,107,0.00428
750,90,0.0036
780,104,0.00416
810,87,0.00348
840,121,0.00484
870,92,0.00368
900,198,0.00792
950,185,0.0074
1000,199,0.00796
1050,191,0.00764
1100,185,0.0074
1150,227,0.00908
1200,240,0.0096
1250,250,0.01
1310,246,0.00984
1370,251,0.01004
1430,260,0.0104
1490,287,0.01148
1550,289,0.01156
1610,344,0.01376
1680,311,0.01244
1750,316,0.01264
1820,329,0.01316
1890,332,0.01328
1970,325,0.013
2050,330,0.0132
