Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,4e-05
180,1,4e-05
190,1,4e-05
200,3,0.00012
220,5,0.0002
240,6,0.00024
260,6,0.00024
280,14,0.00056
300,17,0.00068
320,18,0.00072
340,17,0.00068
360,16,0.00064
380,25,0.001
400,27,0.00108
420,34,0.00136
440,44,0.00176
460,42,0.00168
480,37,0.00148
500,51,0.00204
520,39,0.00156
540,37,0.00148
560,45,0.0018
580,67,0.00268
600,74,0.00296
630,82,0.00328
660,78,0.00312
690,78,0.00312
720,81,0.00324
750,97,0.00388
780,113,0.00452
810,105,0.0042
840,104,0.00416
870,102,0.00408
900,209,0.00836
950,182,0.00728
1000,191,0.00764
1050,204,0.00816
1100,185,0.0074
1150,209,0.00836
1200,203,0.00812
1250,246,0.00984
1310,270,0.0108
1370,252,0.01008
1430,248,0.00992
1490,245,0.0098
1550,253,0.01012
1610,315,0.0126
1680,308,0.01232
1750,300,0.012
1820,299,0.01196
1890,357,0.01428
1970,317,0.01268
2050,327,0.01308
