"Bin "," nEvents "," Efficiencies"
150,7,"0.00032 "
160,9,"0.00017 "
170,9,"0.00029 "
180,14,"0.00034 "
190,21,"0.00041 "
200,42,"0.00078 "
220,63,0.001235
240,54,"0.00139 "
260,63,0.001405
280,74,"0.00167 "
300,75,"0.00172 "
320,95,0.001915
340,80,"0.00236 "
360,104,"0.00202 "
380,127,0.002125
400,108,"0.00261 "
420,125,"0.00228 "
440,134,0.002935
460,150,0.002705
480,139,0.002815
500,135,"0.00312 "
520,155,"0.00296 "
540,138,0.002805
560,148,"0.00317 "
580,164,0.003605
600,242,"0.00486 "
630,248,0.005865
660,269,"0.006   "
690,262,0.006105
720,278,"0.00577 "
750,307,0.006305
780,270,"0.00625 "
810,318,0.006555
840,317,"0.00663 "
870,339,0.006855
900,540,"0.01174 "
950,549,"0.01163 "
1000,547,0.012575
1050,584,0.012305
1100,554,"0.01217 "
1150,553,"0.01217 "
1200,591,0.011655
1250,664,0.013615
1310,651,0.013135
1370,697,"0.01295 "
1430,651,0.012185
1490,632,"0.01212 "
1550,600,0.011205
1610,721,0.013115
1680,672,0.012385
1750,652,"0.01176 "
1820,591,0.011025
1890,700,0.011855
1970,568,0.010585
2050,611,0.010185
