"Bin "," nEvents "," Efficiencies"
150,0,-1.600e-04
160,0,-4.000e-05
170,3," 2.000e-04"
180,3," 5.200e-04"
190,2,-2.800e-04
200,5,-3.600e-04
220,7,-1.600e-04
240,4," 1.360e-03"
260,9," 1.360e-03"
280,10," 8.000e-04"
300,13,-4.400e-04
320,23,-8.000e-05
340,21," 1.400e-03"
360,25," 7.600e-04"
380,22," 8.800e-04"
400,33," 6.000e-04"
420,37," 4.800e-04"
440,40," 8.800e-04"
460,28," 3.560e-03"
480,33," 2.320e-03"
500,39," 1.440e-03"
520,28," 2.000e-03"
540,46," 2.760e-03"
560,49," 9.200e-04"
580,56,-4.000e-04
600,58," 4.320e-03"
630,67," 3.480e-03"
660,88," 2.520e-03"
690,81," 2.880e-03"
720,85," 7.840e-03"
750,100," 5.360e-03"
780,105," 2.920e-03"
810,90," 2.160e-03"
840,116," 5.280e-03"
870,103," 3.840e-03"
900,171," 5.800e-03"
950,175," 9.200e-03"
1000,173," 9.800e-03"
1050,184," 6.440e-03"
1100,181," 6.560e-03"
1150,221," 7.040e-03"
1200,226," 1.152e-02"
1250,252," 1.192e-02"
1310,260," 9.520e-03"
1370,261," 1.376e-02"
1430,276," 1.016e-02"
1490,243," 1.332e-02"
1550,242," 8.400e-03"
1610,300," 7.880e-03"
1680,282," 1.384e-02"
1750,314," 8.760e-03"
1820,252," 1.056e-02"
1890,341," 8.720e-03"
1970,316," 1.720e-02"
2050,304," 1.272e-02"
