Bin , nEvents , Efficiencies
152.41,242,0.00484
165.05,304,0.00608
178.75,387,0.00774
193.57,401,0.00802
209.63,505,0.0101
227.02,584,0.01168
245.86,649,0.01298
266.25,708,0.01416
288.34,821,0.01642
312.26,839,0.01678
338.16,956,0.01912
366.21,1013,0.02026
396.59,1143,0.02286
429.49,1204,0.02408
465.12,1287,0.02574
503.71,1340,0.0268
545.49,1520,0.0304
590.74,1486,0.02972
639.75,1560,0.0312
692.82,1655,0.0331
750.29,1669,0.03338
812.54,1619,0.03238
879.94,1653,0.03306
952.94,1574,0.03148
1032,1509,0.03018
1117.6,1397,0.02794
1210.3,1347,0.02694
1310.7,1172,0.02344
1419.4,1087,0.02174
1537.2,948,0.01896
1664.7,718,0.01436
1802.8,669,0.01338
1952.4,465,0.0093
2114.3,339,0.00678
2289.7,295,0.0059
2479.7,208,0.00416
