Bin , nEvents , Efficiencies
152.41,204,0.00408
165.05,257,0.00514
178.75,313,0.00626
193.57,325,0.0065
209.63,372,0.00744
227.02,463,0.00926
245.86,507,0.01014
266.25,579,0.01158
288.34,638,0.01276
312.26,708,0.01416
338.16,738,0.01476
366.21,885,0.0177
396.59,939,0.01878
429.49,1008,0.02016
465.12,1170,0.0234
503.71,1236,0.02472
545.49,1308,0.02616
590.74,1403,0.02806
639.75,1379,0.02758
692.82,1488,0.02976
750.29,1465,0.0293
812.54,1528,0.03056
879.94,1530,0.0306
952.94,1575,0.0315
1032,1594,0.03188
1117.6,1545,0.0309
1210.3,1453,0.02906
1310.7,1486,0.02972
1419.4,1345,0.0269
1537.2,1205,0.0241
1664.7,1133,0.02266
1802.8,958,0.01916
1952.4,796,0.01592
2114.3,671,0.01342
2289.7,528,0.01056
2479.7,394,0.00788
