Bin , nEvents , Efficiencies
152.41,225,0.0045
165.05,261,0.00522
178.75,293,0.00586
193.57,389,0.00778
209.63,400,0.008
227.02,476,0.00952
245.86,557,0.01114
266.25,655,0.0131
288.34,707,0.01414
312.26,739,0.01478
338.16,805,0.0161
366.21,850,0.017
396.59,1025,0.0205
429.49,1068,0.02136
465.12,1178,0.02356
503.71,1314,0.02628
545.49,1340,0.0268
590.74,1416,0.02832
639.75,1406,0.02812
692.82,1489,0.02978
750.29,1516,0.03032
812.54,1579,0.03158
879.94,1584,0.03168
952.94,1594,0.03188
1032,1567,0.03134
1117.6,1489,0.02978
1210.3,1412,0.02824
1310.7,1419,0.02838
1419.4,1219,0.02438
1537.2,1176,0.02352
1664.7,1084,0.02168
1802.8,853,0.01706
1952.4,738,0.01476
2114.3,567,0.01134
2289.7,415,0.0083
2479.7,354,0.00708
