Bin , nEvents , Efficiencies
152.41,800,0.032
165.05,880,0.0352
178.75,813,0.03252
193.57,781,0.03124
209.63,716,0.02864
227.02,701,0.02804
245.86,702,0.02808
266.25,624,0.02496
288.34,617,0.02468
312.26,558,0.02232
338.16,545,0.0218
366.21,462,0.01848
396.59,435,0.0174
429.49,428,0.01712
465.12,370,0.0148
503.71,320,0.0128
545.49,311,0.01244
590.74,273,0.01092
639.75,251,0.01004
692.82,210,0.0084
750.29,195,0.0078
812.54,192,0.00768
879.94,155,0.0062
952.94,109,0.00436
1032,112,0.00448
1117.6,81,0.00324
1210.3,70,0.0028
1310.7,49,0.00196
1419.4,51,0.00204
1537.2,33,0.00132
1664.7,36,0.00144
1802.8,20,0.0008
1952.4,22,0.00088
2114.3,12,0.00048
2289.7,10,0.0004
2479.7,4,0.00016
