Bin , nEvents , Efficiencies
150,149,0.00298
160,156,0.00312
170,153,0.00306
180,186,0.00372
190,170,0.0034
200,319,0.00638
220,348,0.00696
240,363,0.00726
260,398,0.00796
280,385,0.0077
300,403,0.00806
320,400,0.008
340,388,0.00776
360,385,0.0077
380,406,0.00812
400,400,0.008
420,389,0.00778
440,424,0.00848
460,364,0.00728
480,374,0.00748
500,368,0.00736
520,393,0.00786
540,350,0.007
560,351,0.00702
580,365,0.0073
600,503,0.01006
630,487,0.00974
660,474,0.00948
690,465,0.0093
720,431,0.00862
750,483,0.00966
780,442,0.00884
810,406,0.00812
840,390,0.0078
870,442,0.00884
900,621,0.01242
950,608,0.01216
1000,536,0.01072
1050,539,0.01078
1100,489,0.00978
1150,454,0.00908
1200,399,0.00798
1250,477,0.00954
1310,426,0.00852
1370,383,0.00766
1430,368,0.00736
1490,388,0.00776
1550,308,0.00616
1610,325,0.0065
1680,321,0.00642
1750,223,0.00446
1820,245,0.0049
1890,222,0.00444
1970,244,0.00488
2050,181,0.00362
