Bin , nEvents , Efficiencies
150,130,0.0026
160,159,0.00318
170,171,0.00342
180,167,0.00334
190,149,0.00298
200,330,0.0066
220,358,0.00716
240,374,0.00748
260,373,0.00746
280,398,0.00796
300,386,0.00772
320,376,0.00752
340,372,0.00744
360,326,0.00652
380,360,0.0072
400,351,0.00702
420,348,0.00696
440,347,0.00694
460,351,0.00702
480,372,0.00744
500,320,0.0064
520,325,0.0065
540,377,0.00754
560,327,0.00654
580,369,0.00738
600,519,0.01038
630,468,0.00936
660,432,0.00864
690,429,0.00858
720,437,0.00874
750,438,0.00876
780,453,0.00906
810,389,0.00778
840,404,0.00808
870,364,0.00728
900,597,0.01194
950,606,0.01212
1000,587,0.01174
1050,511,0.01022
1100,515,0.0103
1150,461,0.00922
1200,442,0.00884
1250,457,0.00914
1310,462,0.00924
1370,384,0.00768
1430,375,0.0075
1490,351,0.00702
1550,330,0.0066
1610,319,0.00638
1680,313,0.00626
1750,278,0.00556
1820,260,0.0052
1890,272,0.00544
1970,238,0.00476
2050,208,0.00416
