Bin , nEvents , Efficiencies
150,145,0.0029
160,157,0.00314
170,129,0.00258
180,163,0.00326
190,160,0.0032
200,340,0.0068
220,350,0.007
240,384,0.00768
260,379,0.00758
280,383,0.00766
300,401,0.00802
320,347,0.00694
340,390,0.0078
360,379,0.00758
380,398,0.00796
400,388,0.00776
420,362,0.00724
440,380,0.0076
460,369,0.00738
480,382,0.00764
500,363,0.00726
520,388,0.00776
540,305,0.0061
560,370,0.0074
580,355,0.0071
600,489,0.00978
630,498,0.00996
660,470,0.0094
690,451,0.00902
720,468,0.00936
750,434,0.00868
780,436,0.00872
810,362,0.00724
840,418,0.00836
870,390,0.0078
900,641,0.01282
950,580,0.0116
1000,533,0.01066
1050,466,0.00932
1100,479,0.00958
1150,413,0.00826
1200,395,0.0079
1250,450,0.009
1310,432,0.00864
1370,420,0.0084
1430,352,0.00704
1490,348,0.00696
1550,315,0.0063
1610,327,0.00654
1680,316,0.00632
1750,255,0.0051
1820,247,0.00494
1890,271,0.00542
1970,237,0.00474
2050,225,0.0045
