Bin , nEvents , Efficiencies
150,140,0.0028
160,155,0.0031
170,160,0.0032
180,144,0.00288
190,158,0.00316
200,320,0.0064
220,306,0.00612
240,361,0.00722
260,360,0.0072
280,368,0.00736
300,370,0.0074
320,350,0.007
340,373,0.00746
360,356,0.00712
380,377,0.00754
400,334,0.00668
420,394,0.00788
440,366,0.00732
460,376,0.00752
480,384,0.00768
500,333,0.00666
520,356,0.00712
540,333,0.00666
560,299,0.00598
580,339,0.00678
600,446,0.00892
630,477,0.00954
660,456,0.00912
690,472,0.00944
720,414,0.00828
750,426,0.00852
780,377,0.00754
810,376,0.00752
840,408,0.00816
870,400,0.008
900,606,0.01212
950,586,0.01172
1000,473,0.00946
1050,532,0.01064
1100,471,0.00942
1150,450,0.009
1200,446,0.00892
1250,499,0.00998
1310,455,0.0091
1370,421,0.00842
1430,402,0.00804
1490,339,0.00678
1550,351,0.00702
1610,359,0.00718
1680,351,0.00702
1750,315,0.0063
1820,245,0.0049
1890,299,0.00598
1970,253,0.00506
2050,215,0.0043
