Bin , nEvents , Efficiencies
152.41,8,0.00016
165.05,6,0.00012
178.75,19,0.00038
193.57,20,0.0004
209.63,42,0.00084
227.02,56,0.00112
245.86,73,0.00146
266.25,83,0.00166
288.34,120,0.0024
312.26,179,0.00358
338.16,173,0.00346
366.21,205,0.0041
396.59,258,0.00516
429.49,354,0.00708
465.12,412,0.00824
503.71,455,0.0091
545.49,558,0.01116
590.74,604,0.01208
639.75,724,0.01448
692.82,790,0.0158
750.29,936,0.01872
812.54,1070,0.0214
879.94,1183,0.02366
952.94,1329,0.02658
1032,1403,0.02806
1117.6,1559,0.03118
1210.3,1556,0.03112
1310.7,1723,0.03446
1419.4,1727,0.03454
1537.2,1802,0.03604
1664.7,1748,0.03496
1802.8,1784,0.03568
1952.4,1585,0.0317
2114.3,1457,0.02914
2289.7,1206,0.02412
2479.7,1104,0.02208
