"Bin "," nEvents "," Efficiencies"
"152.41","31","0.00076   "
"165.05","39","0.00081333"
"178.75","47","0.00130667"
"193.57","66","0.00143333"
"209.63","88","0.0021    "
"227.02","97","0.00277333"
"245.86","160","0.00327333"
"266.25","213","0.00412   "
"288.34","236","0.00516667"
"312.26","289","0.00572667"
"338.16","354","0.00682667"
"366.21","435","0.00796667"
"396.59","496","0.00849333"
"429.49","593","0.01106   "
"465.12","667","0.01311333"
"503.71","715","0.01464   "
"545.49","809","0.01633333"
"590.74","987","0.01788   "
"639.75","1080","0.02060667"
"692.82","1226","0.02314667"
"750.29","1378","0.02471333"
"812.54","1481","0.02772   "
"879.94","1599","0.02969333"
"952.94","1699","0.03244   "
"1032","1839","0.03318667"
"1117.6","1873","0.03613333"
"1210.3","1913","0.03679333"
"1310.7","2004","0.03716667"
"1419.4","1987","0.03712667"
"1537.2","1948","0.03727333"
"1664.7","1826","0.03526667"
"1802.8","1808","0.03376667"
"1952.4","1560","0.03138   "
"2114.3","1413","0.02718667"
"2289.7","1273","0.02265333"
"2479.7","997","0.01928"
