Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,6,0.00012
178.75,10,0.0002
193.57,10,0.0002
209.63,18,0.00036
227.02,29,0.00058
245.86,33,0.00066
266.25,39,0.00078
288.34,60,0.0012
312.26,64,0.00128
338.16,95,0.0019
366.21,148,0.00296
396.59,153,0.00306
429.49,188,0.00376
465.12,243,0.00486
503.71,298,0.00596
545.49,342,0.00684
590.74,416,0.00832
639.75,448,0.00896
692.82,574,0.01148
750.29,654,0.01308
812.54,730,0.0146
879.94,822,0.01644
952.94,879,0.01758
1032,1007,0.02014
1117.6,1059,0.02118
1210.3,1270,0.0254
1310.7,1320,0.0264
1419.4,1433,0.02866
1537.2,1473,0.02946
1664.7,1487,0.02974
1802.8,1510,0.0302
1952.4,1399,0.02798
2114.3,1398,0.02796
2289.7,1229,0.02458
2479.7,1073,0.02146
