Bin , nEvents , Efficiencies
152.41,6,0.00012
165.05,7,0.00014
178.75,11,0.00022
193.57,12,0.00024
209.63,19,0.00038
227.02,26,0.00052
245.86,34,0.00068
266.25,52,0.00104
288.34,69,0.00138
312.26,79,0.00158
338.16,114,0.00228
366.21,158,0.00316
396.59,161,0.00322
429.49,219,0.00438
465.12,267,0.00534
503.71,310,0.0062
545.49,379,0.00758
590.74,484,0.00968
639.75,516,0.01032
692.82,618,0.01236
750.29,688,0.01376
812.54,742,0.01484
879.94,871,0.01742
952.94,990,0.0198
1032,1074,0.02148
1117.6,1234,0.02468
1210.3,1276,0.02552
1310.7,1384,0.02768
1419.4,1420,0.0284
1537.2,1492,0.02984
1664.7,1572,0.03144
1802.8,1521,0.03042
1952.4,1527,0.03054
2114.3,1412,0.02824
2289.7,1281,0.02562
2479.7,1051,0.02102
