Bin , nEvents , Efficiencies
152.41,8,0.00016
165.05,11,0.00022
178.75,14,0.00028
193.57,21,0.00042
209.63,18,0.00036
227.02,33,0.00066
245.86,50,0.001
266.25,63,0.00126
288.34,82,0.00164
312.26,113,0.00226
338.16,134,0.00268
366.21,173,0.00346
396.59,234,0.00468
429.49,276,0.00552
465.12,364,0.00728
503.71,402,0.00804
545.49,453,0.00906
590.74,602,0.01204
639.75,595,0.0119
692.82,678,0.01356
750.29,813,0.01626
812.54,911,0.01822
879.94,1016,0.02032
952.94,1140,0.0228
1032,1236,0.02472
1117.6,1345,0.0269
1210.3,1473,0.02946
1310.7,1599,0.03198
1419.4,1570,0.0314
1537.2,1640,0.0328
1664.7,1586,0.03172
1802.8,1641,0.03282
1952.4,1537,0.03074
2114.3,1422,0.02844
2289.7,1219,0.02438
2479.7,1179,0.02358
