Bin , nEvents , Efficiencies
152.41,16,0.00032
165.05,16,0.00032
178.75,34,0.00068
193.57,41,0.00082
209.63,61,0.00122
227.02,72,0.00144
245.86,87,0.00174
266.25,116,0.00232
288.34,169,0.00338
312.26,195,0.0039
338.16,244,0.00488
366.21,277,0.00554
396.59,354,0.00708
429.49,417,0.00834
465.12,547,0.01094
503.71,556,0.01112
545.49,638,0.01276
590.74,732,0.01464
639.75,849,0.01698
692.82,922,0.01844
750.29,1071,0.02142
812.54,1150,0.023
879.94,1284,0.02568
952.94,1438,0.02876
1032,1514,0.03028
1117.6,1630,0.0326
1210.3,1767,0.03534
1310.7,1859,0.03718
1419.4,1793,0.03586
1537.2,1781,0.03562
1664.7,1734,0.03468
1802.8,1753,0.03506
1952.4,1635,0.0327
2114.3,1376,0.02752
2289.7,1212,0.02424
2479.7,1060,0.0212
