Bin , nEvents , Efficiencies
50,27,0.00054
70,5,0.0001
80,5,0.0001
90,12,0.00024
100,15,0.0003
120,15,0.0003
140,12,0.00024
160,19,0.00038
180,11,0.00022
200,10,0.0002
220,15,0.0003
240,13,0.00026
260,20,0.0004
280,15,0.0003
300,10,0.0002
320,10,0.0002
340,14,0.00028
360,20,0.0004
400,51,0.00102
500,60,0.0012
600,45,0.0009
700,47,0.00094
800,198,0.00396
