Bin , nEvents , Efficiencies
50,4,0.00016
70,5,0.0002
80,8,0.00032
90,19,0.00076
100,25,0.001
120,24,0.00096
140,32,0.00128
160,27,0.00108
180,22,0.00088
200,27,0.00108
220,20,0.0008
240,22,0.00088
260,11,0.00044
280,27,0.00108
300,21,0.00084
320,16,0.00064
340,9,0.00036
360,34,0.00136
400,62,0.00248
500,47,0.00188
600,30,0.0012
700,20,0.0008
800,68,0.00272
