150,1,2e-05
160,1,2e-05
170,0,0
180,1,2e-05
190,1,2e-05
200,5,0.0001
220,5,0.0001
240,5,0.0001
260,3,6e-05
280,10,0.0002
300,12,0.00024
320,23,0.00046
340,22,0.00044
360,27,0.00054
380,31,0.00062
400,30,0.0006
420,57,0.00114
440,55,0.0011
460,55,0.0011
480,71,0.00142
500,70,0.0014
520,68,0.00136
540,78,0.00156
560,80,0.0016
580,83,0.00166
600,130,0.0026
630,119,0.00238
660,153,0.00306
690,156,0.00312
720,158,0.00316
750,158,0.00316
780,179,0.00358
810,193,0.00386
840,195,0.0039
870,204,0.00408
900,330,0.0066
950,343,0.00686
1000,332,0.00664
1050,402,0.00804
1100,409,0.00818
1150,391,0.00782
1200,426,0.00852
1250,516,0.01032
1310,529,0.01058
1370,516,0.01032
1430,538,0.01076
1490,558,0.01116
1550,576,0.01152
1610,665,0.0133
1680,698,0.01396
1750,677,0.01354
1820,675,0.0135
1890,729,0.01458
1970,722,0.01444
2050,693,0.01386
