Bin , nEvents , Efficiencies
150,0,0
160,2,4e-05
170,0,0
180,0,0
190,2,4e-05
200,2,4e-05
220,4,8e-05
240,0,0
260,6,0.00012
280,1,2e-05
300,5,0.0001
320,9,0.00018
340,8,0.00016
360,15,0.0003
380,13,0.00026
400,17,0.00034
420,12,0.00024
440,19,0.00038
460,26,0.00052
480,32,0.00064
500,33,0.00066
520,41,0.00082
540,46,0.00092
560,60,0.0012
580,56,0.00112
600,80,0.0016
630,96,0.00192
660,90,0.0018
690,104,0.00208
720,115,0.0023
750,133,0.00266
780,125,0.0025
810,115,0.0023
840,118,0.00236
870,129,0.00258
900,244,0.00488
950,215,0.0043
1000,223,0.00446
1050,268,0.00536
1100,281,0.00562
1150,298,0.00596
1200,294,0.00588
1250,390,0.0078
1310,382,0.00764
1370,429,0.00858
1430,385,0.0077
1490,455,0.0091
1550,443,0.00886
1610,580,0.0116
1680,530,0.0106
1750,529,0.01058
1820,570,0.0114
1890,676,0.01352
1970,648,0.01296
2050,701,0.01402
